country,year,sex,age,suicides_no,population,rate
Albania,2001,male,15-24 years,10,256039,3.905654998
Albania,2001,male,25-34 years,22,206484,10.65457856
Albania,2001,male,35-54 years,34,378826,8.975096746
Albania,2001,male,5-14 years,6,321556,1.86592693
Albania,2001,male,55-74 years,11,196670,5.59312554
Albania,2001,male,75+ years,1,31044,3.221234377
Albania,2002,female,15-24 years,14,275970,5.073015183
Albania,2002,female,25-34 years,7,223685,3.12940072
Albania,2002,female,35-54 years,15,375113,3.99879503
Albania,2002,female,5-14 years,1,304850,0.328030179
Albania,2002,female,55-74 years,4,191712,2.086463028
Albania,2002,female,75+ years,1,47407,2.109393128
Albania,2002,male,15-24 years,15,263067,5.70196946
Albania,2002,male,25-34 years,23,206286,11.14956904
Albania,2002,male,35-54 years,35,382139,9.15897095
Albania,2002,male,5-14 years,1,319473,0.313015497
Albania,2002,male,55-74 years,13,198130,6.561348609
Albania,2002,male,75+ years,4,31007,12.90031283
Albania,2003,female,15-24 years,14,283709,4.934633727
Albania,2003,female,25-34 years,9,222941,4.036942509
Albania,2003,female,35-54 years,13,381760,3.405280805
Albania,2003,female,5-14 years,0,298477,0
Albania,2003,female,55-74 years,9,195699,4.59889933
Albania,2003,female,75+ years,6,49088,12.22294654
Albania,2003,male,15-24 years,15,273235,5.48977986
Albania,2003,male,25-34 years,9,205433,4.380990396
Albania,2003,male,35-54 years,28,386196,7.250204559
Albania,2003,male,5-14 years,4,313204,1.277122898
Albania,2003,male,55-74 years,16,201520,7.939658595
Albania,2003,male,75+ years,1,32667,3.061193253
Albania,2004,female,15-24 years,20,292268,6.843034475
Albania,2004,female,25-34 years,11,222389,4.946287811
Albania,2004,female,35-54 years,17,391436,4.342983272
Albania,2004,female,5-14 years,3,286705,1.046371706
Albania,2004,female,55-74 years,3,203841,1.471735323
Albania,2004,female,75+ years,3,50970,5.885815185
Albania,2004,male,15-24 years,19,286768,6.625564917
Albania,2004,male,25-34 years,16,203938,7.845521678
Albania,2004,male,35-54 years,39,391767,9.954896661
Albania,2004,male,5-14 years,1,302181,0.33092749
Albania,2004,male,55-74 years,10,207202,4.826208241
Albania,2004,male,75+ years,4,35526,11.25935934
Albania,2005,female,15-24 years,0,281922,0
Albania,2005,female,25-34 years,0,190745,0
Albania,2005,female,35-54 years,0,386513,0
Albania,2005,female,5-14 years,0,276559,0
Albania,2005,female,55-74 years,0,210998,0
Albania,2005,female,75+ years,0,53191,0
Albania,2005,male,15-24 years,0,281675,0
Albania,2005,male,25-34 years,0,177519,0
Albania,2005,male,35-54 years,0,380242,0
Albania,2005,male,5-14 years,0,291367,0
Albania,2005,male,55-74 years,0,214118,0
Albania,2005,male,75+ years,0,38471,0
Albania,2006,female,15-24 years,0,283138,0
Albania,2006,female,25-34 years,0,186391,0
Albania,2006,female,35-54 years,0,388746,0
Albania,2006,female,5-14 years,0,267316,0
Albania,2006,female,55-74 years,0,215907,0
Albania,2006,female,75+ years,0,56011,0
Albania,2006,male,15-24 years,0,286679,0
Albania,2006,male,25-34 years,0,174092,0
Albania,2006,male,35-54 years,0,379076,0
Albania,2006,male,5-14 years,0,282678,0
Albania,2006,male,55-74 years,0,219360,0
Albania,2006,male,75+ years,0,40782,0
Albania,2007,female,15-24 years,13,281080,4.625017789
Albania,2007,female,25-34 years,8,183629,4.356610339
Albania,2007,female,35-54 years,14,391811,3.573151341
Albania,2007,female,5-14 years,0,256808,0
Albania,2007,female,55-74 years,9,221120,4.070188133
Albania,2007,female,75+ years,3,57404,5.226116647
Albania,2007,male,15-24 years,13,288349,4.508425554
Albania,2007,male,25-34 years,9,172494,5.217572785
Albania,2007,male,35-54 years,29,378626,7.659273267
Albania,2007,male,5-14 years,4,272497,1.467906069
Albania,2007,male,55-74 years,14,224160,6.245538901
Albania,2007,male,75+ years,8,42366,18.88306661
Albania,2008,female,15-24 years,20,276073,7.244460704
Albania,2008,female,25-34 years,9,182663,4.927106201
Albania,2008,female,35-54 years,19,393832,4.824392127
Albania,2008,female,5-14 years,1,246288,0.406028714
Albania,2008,female,55-74 years,7,226448,3.09121741
Albania,2008,female,75+ years,5,59369,8.421903687
Albania,2008,male,15-24 years,11,286702,3.836736402
Albania,2008,male,25-34 years,21,172855,12.14891094
Albania,2008,male,35-54 years,37,377119,9.811226695
Albania,2008,male,5-14 years,7,262464,2.667032431
Albania,2008,male,55-74 years,21,228672,9.183459278
Albania,2008,male,75+ years,2,44574,4.486920626
Albania,2009,female,15-24 years,0,270003,0
Albania,2009,female,25-34 years,0,182712,0
Albania,2009,female,35-54 years,0,394286,0
Albania,2009,female,5-14 years,0,236174,0
Albania,2009,female,55-74 years,0,233302,0
Albania,2009,female,75+ years,0,61582,0
Albania,2009,male,15-24 years,0,283448,0
Albania,2009,male,25-34 years,0,174955,0
Albania,2009,male,35-54 years,0,374365,0
Albania,2009,male,5-14 years,0,253007,0
Albania,2009,male,55-74 years,0,234570,0
Albania,2009,male,75+ years,0,47331,0
Albania,2010,female,15-24 years,6,263581,2.2763401
Albania,2010,female,25-34 years,6,183579,3.268347687
Albania,2010,female,35-54 years,12,394593,3.04110818
Albania,2010,female,5-14 years,2,223969,0.892980725
Albania,2010,female,55-74 years,7,241491,2.898658749
Albania,2010,female,75+ years,2,64415,3.104866879
Albania,2010,male,15-24 years,10,279508,3.577715128
Albania,2010,male,25-34 years,9,179720,5.007789895
Albania,2010,male,35-54 years,20,371611,5.381972008
Albania,2010,male,5-14 years,0,240939,0
Albania,2010,male,55-74 years,20,241852,8.269520202
Albania,2010,male,75+ years,2,50767,3.939567042
Albania,2011,female,15-24 years,,258006,0
Albania,2011,female,25-34 years,,184556,0
Albania,2011,female,35-54 years,,394638,0
Albania,2011,female,5-14 years,,210822,0
Albania,2011,female,55-74 years,,250641,0
Albania,2011,female,75+ years,,67649,0
Albania,2011,male,15-24 years,,275385,0
Albania,2011,male,25-34 years,,185898,0
Albania,2011,male,35-54 years,,368950,0
Albania,2011,male,5-14 years,,228071,0
Albania,2011,male,55-74 years,,250362,0
Albania,2011,male,75+ years,,54228,0
Albania,2012,female,15-24 years,,249730,0
Albania,2012,female,25-34 years,,187346,0
Albania,2012,female,35-54 years,,395819,0
Albania,2012,female,5-14 years,,198385,0
Albania,2012,female,55-74 years,,259751,0
Albania,2012,female,75+ years,,69811,0
Albania,2012,male,15-24 years,,268954,0
Albania,2012,male,25-34 years,,194250,0
Albania,2012,male,35-54 years,,369536,0
Albania,2012,male,5-14 years,,215894,0
Albania,2012,male,55-74 years,,259056,0
Albania,2012,male,75+ years,,56701,0
Albania,2013,female,15-24 years,,237550,0
Albania,2013,female,25-34 years,,191853,0
Albania,2013,female,35-54 years,,397517,0
Albania,2013,female,5-14 years,,187558,0
Albania,2013,female,55-74 years,,269026,0
Albania,2013,female,75+ years,,71601,0
Albania,2013,male,15-24 years,,259826,0
Albania,2013,male,25-34 years,,204491,0
Albania,2013,male,35-54 years,,372005,0
Albania,2013,male,5-14 years,,204865,0
Albania,2013,male,55-74 years,,267905,0
Albania,2013,male,75+ years,,59113,0
Albania,2014,female,15-24 years,,224883,0
Albania,2014,female,25-34 years,,195460,0
Albania,2014,female,35-54 years,,399197,0
Albania,2014,female,5-14 years,,177838,0
Albania,2014,female,55-74 years,,278887,0
Albania,2014,female,75+ years,,73945,0
Albania,2014,male,15-24 years,,250345,0
Albania,2014,male,25-34 years,,213828,0
Albania,2014,male,35-54 years,,373493,0
Albania,2014,male,5-14 years,,194554,0
Albania,2014,male,55-74 years,,277604,0
Albania,2014,male,75+ years,,61678,0
Albania,2015,female,15-24 years,,212324,0
Albania,2015,female,25-34 years,,199024,0
Albania,2015,female,35-54 years,,400275,0
Albania,2015,female,5-14 years,,168140,0
Albania,2015,female,55-74 years,,289055,0
Albania,2015,female,75+ years,,76861,0
Albania,2015,male,15-24 years,,240777,0
Albania,2015,male,25-34 years,,222680,0
Albania,2015,male,35-54 years,,374464,0
Albania,2015,male,5-14 years,,184114,0
Albania,2015,male,55-74 years,,287770,0
Albania,2015,male,75+ years,,64200,0
Anguilla,1983,female,15-24 years,0,,#DIV/0!
Anguilla,1983,female,25-34 years,0,,#DIV/0!
Anguilla,1983,female,35-54 years,0,,#DIV/0!
Anguilla,1983,female,5-14 years,0,,#DIV/0!
Anguilla,1983,female,55-74 years,0,,#DIV/0!
Anguilla,1983,female,75+ years,0,,#DIV/0!
Anguilla,1983,male,15-24 years,0,,#DIV/0!
Anguilla,1983,male,25-34 years,0,,#DIV/0!
Anguilla,1983,male,35-54 years,0,,#DIV/0!
Anguilla,1983,male,5-14 years,0,,#DIV/0!
Anguilla,1983,male,55-74 years,0,,#DIV/0!
Anguilla,1983,male,75+ years,0,,#DIV/0!
Anguilla,1984,female,15-24 years,0,,#DIV/0!
Anguilla,1984,female,25-34 years,0,,#DIV/0!
Anguilla,1984,female,35-54 years,0,,#DIV/0!
Anguilla,1984,female,5-14 years,0,,#DIV/0!
Anguilla,1984,female,55-74 years,0,,#DIV/0!
Anguilla,1984,female,75+ years,0,,#DIV/0!
Anguilla,1984,male,15-24 years,0,,#DIV/0!
Anguilla,1984,male,25-34 years,0,,#DIV/0!
Anguilla,1984,male,35-54 years,0,,#DIV/0!
Anguilla,1984,male,5-14 years,0,,#DIV/0!
Anguilla,1984,male,55-74 years,0,,#DIV/0!
Anguilla,1984,male,75+ years,0,,#DIV/0!
Anguilla,1985,female,15-24 years,0,,#DIV/0!
Anguilla,1985,female,25-34 years,0,,#DIV/0!
Anguilla,1985,female,35-54 years,0,,#DIV/0!
Anguilla,1985,female,5-14 years,0,,#DIV/0!
Anguilla,1985,female,55-74 years,0,,#DIV/0!
Anguilla,1985,female,75+ years,0,,#DIV/0!
Anguilla,1985,male,15-24 years,0,,#DIV/0!
Anguilla,1985,male,25-34 years,0,,#DIV/0!
Anguilla,1985,male,35-54 years,0,,#DIV/0!
Anguilla,1985,male,5-14 years,0,,#DIV/0!
Anguilla,1985,male,55-74 years,0,,#DIV/0!
Anguilla,1985,male,75+ years,0,,#DIV/0!
Anguilla,1986,female,15-24 years,0,,#DIV/0!
Anguilla,1986,female,25-34 years,0,,#DIV/0!
Anguilla,1986,female,35-54 years,0,,#DIV/0!
Anguilla,1986,female,5-14 years,0,,#DIV/0!
Anguilla,1986,female,55-74 years,0,,#DIV/0!
Anguilla,1986,female,75+ years,0,,#DIV/0!
Anguilla,1986,male,15-24 years,0,,#DIV/0!
Anguilla,1986,male,25-34 years,0,,#DIV/0!
Anguilla,1986,male,35-54 years,0,,#DIV/0!
Anguilla,1986,male,5-14 years,0,,#DIV/0!
Anguilla,1986,male,55-74 years,0,,#DIV/0!
Anguilla,1986,male,75+ years,0,,#DIV/0!
Anguilla,1987,female,15-24 years,0,,#DIV/0!
Anguilla,1987,female,25-34 years,0,,#DIV/0!
Anguilla,1987,female,35-54 years,0,,#DIV/0!
Anguilla,1987,female,5-14 years,0,,#DIV/0!
Anguilla,1987,female,55-74 years,0,,#DIV/0!
Anguilla,1987,female,75+ years,0,,#DIV/0!
Anguilla,1987,male,15-24 years,0,,#DIV/0!
Anguilla,1987,male,25-34 years,0,,#DIV/0!
Anguilla,1987,male,35-54 years,0,,#DIV/0!
Anguilla,1987,male,5-14 years,0,,#DIV/0!
Anguilla,1987,male,55-74 years,0,,#DIV/0!
Anguilla,1987,male,75+ years,0,,#DIV/0!
Anguilla,1988,female,15-24 years,0,,#DIV/0!
Anguilla,1988,female,25-34 years,0,,#DIV/0!
Anguilla,1988,female,35-54 years,0,,#DIV/0!
Anguilla,1988,female,5-14 years,0,,#DIV/0!
Anguilla,1988,female,55-74 years,0,,#DIV/0!
Anguilla,1988,female,75+ years,0,,#DIV/0!
Anguilla,1988,male,15-24 years,0,,#DIV/0!
Anguilla,1988,male,25-34 years,0,,#DIV/0!
Anguilla,1988,male,35-54 years,0,,#DIV/0!
Anguilla,1988,male,5-14 years,0,,#DIV/0!
Anguilla,1988,male,55-74 years,0,,#DIV/0!
Anguilla,1988,male,75+ years,0,,#DIV/0!
Anguilla,1989,female,15-24 years,0,,#DIV/0!
Anguilla,1989,female,25-34 years,0,,#DIV/0!
Anguilla,1989,female,35-54 years,0,,#DIV/0!
Anguilla,1989,female,5-14 years,0,,#DIV/0!
Anguilla,1989,female,55-74 years,0,,#DIV/0!
Anguilla,1989,female,75+ years,0,,#DIV/0!
Anguilla,1989,male,15-24 years,0,,#DIV/0!
Anguilla,1989,male,25-34 years,0,,#DIV/0!
Anguilla,1989,male,35-54 years,0,,#DIV/0!
Anguilla,1989,male,5-14 years,0,,#DIV/0!
Anguilla,1989,male,55-74 years,0,,#DIV/0!
Anguilla,1989,male,75+ years,0,,#DIV/0!
Anguilla,1990,female,15-24 years,0,,#DIV/0!
Anguilla,1990,female,25-34 years,0,,#DIV/0!
Anguilla,1990,female,35-54 years,0,,#DIV/0!
Anguilla,1990,female,5-14 years,0,,#DIV/0!
Anguilla,1990,female,55-74 years,0,,#DIV/0!
Anguilla,1990,female,75+ years,0,,#DIV/0!
Anguilla,1990,male,15-24 years,0,,#DIV/0!
Anguilla,1990,male,25-34 years,0,,#DIV/0!
Anguilla,1990,male,35-54 years,0,,#DIV/0!
Anguilla,1990,male,5-14 years,0,,#DIV/0!
Anguilla,1990,male,55-74 years,0,,#DIV/0!
Anguilla,1990,male,75+ years,0,,#DIV/0!
Anguilla,1991,female,15-24 years,0,,#DIV/0!
Anguilla,1991,female,25-34 years,0,,#DIV/0!
Anguilla,1991,female,35-54 years,0,,#DIV/0!
Anguilla,1991,female,5-14 years,0,,#DIV/0!
Anguilla,1991,female,55-74 years,0,,#DIV/0!
Anguilla,1991,female,75+ years,0,,#DIV/0!
Anguilla,1991,male,15-24 years,0,,#DIV/0!
Anguilla,1991,male,25-34 years,0,,#DIV/0!
Anguilla,1991,male,35-54 years,0,,#DIV/0!
Anguilla,1991,male,5-14 years,0,,#DIV/0!
Anguilla,1991,male,55-74 years,0,,#DIV/0!
Anguilla,1991,male,75+ years,0,,#DIV/0!
Anguilla,1992,female,15-24 years,0,,#DIV/0!
Anguilla,1992,female,25-34 years,0,,#DIV/0!
Anguilla,1992,female,35-54 years,0,,#DIV/0!
Anguilla,1992,female,5-14 years,0,,#DIV/0!
Anguilla,1992,female,55-74 years,0,,#DIV/0!
Anguilla,1992,female,75+ years,0,,#DIV/0!
Anguilla,1992,male,15-24 years,0,,#DIV/0!
Anguilla,1992,male,25-34 years,0,,#DIV/0!
Anguilla,1992,male,35-54 years,0,,#DIV/0!
Anguilla,1992,male,5-14 years,0,,#DIV/0!
Anguilla,1992,male,55-74 years,0,,#DIV/0!
Anguilla,1992,male,75+ years,0,,#DIV/0!
Anguilla,1993,female,15-24 years,0,,#DIV/0!
Anguilla,1993,female,25-34 years,0,,#DIV/0!
Anguilla,1993,female,35-54 years,0,,#DIV/0!
Anguilla,1993,female,5-14 years,0,,#DIV/0!
Anguilla,1993,female,55-74 years,0,,#DIV/0!
Anguilla,1993,female,75+ years,0,,#DIV/0!
Anguilla,1993,male,15-24 years,0,,#DIV/0!
Anguilla,1993,male,25-34 years,0,,#DIV/0!
Anguilla,1993,male,35-54 years,0,,#DIV/0!
Anguilla,1993,male,5-14 years,0,,#DIV/0!
Anguilla,1993,male,55-74 years,0,,#DIV/0!
Anguilla,1993,male,75+ years,0,,#DIV/0!
Anguilla,1994,female,15-24 years,0,,#DIV/0!
Anguilla,1994,female,25-34 years,0,,#DIV/0!
Anguilla,1994,female,35-54 years,0,,#DIV/0!
Anguilla,1994,female,5-14 years,0,,#DIV/0!
Anguilla,1994,female,55-74 years,0,,#DIV/0!
Anguilla,1994,female,75+ years,0,,#DIV/0!
Anguilla,1994,male,15-24 years,0,,#DIV/0!
Anguilla,1994,male,25-34 years,0,,#DIV/0!
Anguilla,1994,male,35-54 years,0,,#DIV/0!
Anguilla,1994,male,5-14 years,0,,#DIV/0!
Anguilla,1994,male,55-74 years,0,,#DIV/0!
Anguilla,1994,male,75+ years,0,,#DIV/0!
Anguilla,1995,female,15-24 years,0,,#DIV/0!
Anguilla,1995,female,25-34 years,0,,#DIV/0!
Anguilla,1995,female,35-54 years,0,,#DIV/0!
Anguilla,1995,female,5-14 years,0,,#DIV/0!
Anguilla,1995,female,55-74 years,0,,#DIV/0!
Anguilla,1995,female,75+ years,0,,#DIV/0!
Anguilla,1995,male,15-24 years,0,,#DIV/0!
Anguilla,1995,male,25-34 years,0,,#DIV/0!
Anguilla,1995,male,35-54 years,0,,#DIV/0!
Anguilla,1995,male,5-14 years,0,,#DIV/0!
Anguilla,1995,male,55-74 years,0,,#DIV/0!
Anguilla,1995,male,75+ years,0,,#DIV/0!
Anguilla,2000,female,15-24 years,0,,#DIV/0!
Anguilla,2000,female,25-34 years,0,,#DIV/0!
Anguilla,2000,female,35-54 years,0,,#DIV/0!
Anguilla,2000,female,5-14 years,0,,#DIV/0!
Anguilla,2000,female,55-74 years,0,,#DIV/0!
Anguilla,2000,female,75+ years,0,,#DIV/0!
Anguilla,2000,male,15-24 years,0,,#DIV/0!
Anguilla,2000,male,25-34 years,0,,#DIV/0!
Anguilla,2000,male,35-54 years,0,,#DIV/0!
Anguilla,2000,male,5-14 years,0,,#DIV/0!
Anguilla,2000,male,55-74 years,0,,#DIV/0!
Anguilla,2000,male,75+ years,0,,#DIV/0!
Anguilla,2001,female,15-24 years,0,,#DIV/0!
Anguilla,2001,female,25-34 years,0,,#DIV/0!
Anguilla,2001,female,35-54 years,0,,#DIV/0!
Anguilla,2001,female,5-14 years,0,,#DIV/0!
Anguilla,2001,female,55-74 years,0,,#DIV/0!
Anguilla,2001,female,75+ years,0,,#DIV/0!
Anguilla,2001,male,15-24 years,0,,#DIV/0!
Anguilla,2001,male,25-34 years,0,,#DIV/0!
Anguilla,2001,male,35-54 years,0,,#DIV/0!
Anguilla,2001,male,5-14 years,0,,#DIV/0!
Anguilla,2001,male,55-74 years,0,,#DIV/0!
Anguilla,2001,male,75+ years,0,,#DIV/0!
Anguilla,2002,female,15-24 years,0,,#DIV/0!
Anguilla,2002,female,25-34 years,0,,#DIV/0!
Anguilla,2002,female,35-54 years,0,,#DIV/0!
Anguilla,2002,female,5-14 years,0,,#DIV/0!
Anguilla,2002,female,55-74 years,0,,#DIV/0!
Anguilla,2002,female,75+ years,0,,#DIV/0!
Anguilla,2002,male,15-24 years,0,,#DIV/0!
Anguilla,2002,male,25-34 years,0,,#DIV/0!
Anguilla,2002,male,35-54 years,1,,#DIV/0!
Anguilla,2002,male,5-14 years,0,,#DIV/0!
Anguilla,2002,male,55-74 years,0,,#DIV/0!
Anguilla,2002,male,75+ years,0,,#DIV/0!
Anguilla,2003,female,15-24 years,0,,#DIV/0!
Anguilla,2003,female,25-34 years,0,,#DIV/0!
Anguilla,2003,female,35-54 years,0,,#DIV/0!
Anguilla,2003,female,5-14 years,0,,#DIV/0!
Anguilla,2003,female,55-74 years,0,,#DIV/0!
Anguilla,2003,female,75+ years,0,,#DIV/0!
Anguilla,2003,male,15-24 years,0,,#DIV/0!
Anguilla,2003,male,25-34 years,0,,#DIV/0!
Anguilla,2003,male,35-54 years,0,,#DIV/0!
Anguilla,2003,male,5-14 years,0,,#DIV/0!
Anguilla,2003,male,55-74 years,0,,#DIV/0!
Anguilla,2003,male,75+ years,0,,#DIV/0!
Anguilla,2004,female,15-24 years,0,,#DIV/0!
Anguilla,2004,female,25-34 years,0,,#DIV/0!
Anguilla,2004,female,35-54 years,0,,#DIV/0!
Anguilla,2004,female,5-14 years,0,,#DIV/0!
Anguilla,2004,female,55-74 years,0,,#DIV/0!
Anguilla,2004,female,75+ years,0,,#DIV/0!
Anguilla,2004,male,15-24 years,0,,#DIV/0!
Anguilla,2004,male,25-34 years,0,,#DIV/0!
Anguilla,2004,male,35-54 years,0,,#DIV/0!
Anguilla,2004,male,5-14 years,0,,#DIV/0!
Anguilla,2004,male,55-74 years,0,,#DIV/0!
Anguilla,2004,male,75+ years,0,,#DIV/0!
Anguilla,2005,female,15-24 years,0,,#DIV/0!
Anguilla,2005,female,25-34 years,0,,#DIV/0!
Anguilla,2005,female,35-54 years,0,,#DIV/0!
Anguilla,2005,female,5-14 years,0,,#DIV/0!
Anguilla,2005,female,55-74 years,0,,#DIV/0!
Anguilla,2005,female,75+ years,0,,#DIV/0!
Anguilla,2005,male,15-24 years,0,,#DIV/0!
Anguilla,2005,male,25-34 years,0,,#DIV/0!
Anguilla,2005,male,35-54 years,0,,#DIV/0!
Anguilla,2005,male,5-14 years,0,,#DIV/0!
Anguilla,2005,male,55-74 years,0,,#DIV/0!
Anguilla,2005,male,75+ years,0,,#DIV/0!
Anguilla,2006,female,15-24 years,0,,#DIV/0!
Anguilla,2006,female,25-34 years,0,,#DIV/0!
Anguilla,2006,female,35-54 years,0,,#DIV/0!
Anguilla,2006,female,5-14 years,0,,#DIV/0!
Anguilla,2006,female,55-74 years,0,,#DIV/0!
Anguilla,2006,female,75+ years,0,,#DIV/0!
Anguilla,2006,male,15-24 years,0,,#DIV/0!
Anguilla,2006,male,25-34 years,0,,#DIV/0!
Anguilla,2006,male,35-54 years,0,,#DIV/0!
Anguilla,2006,male,5-14 years,0,,#DIV/0!
Anguilla,2006,male,55-74 years,0,,#DIV/0!
Anguilla,2006,male,75+ years,0,,#DIV/0!
Anguilla,2008,female,15-24 years,0,,#DIV/0!
Anguilla,2008,female,25-34 years,0,,#DIV/0!
Anguilla,2008,female,35-54 years,0,,#DIV/0!
Anguilla,2008,female,5-14 years,0,,#DIV/0!
Anguilla,2008,female,55-74 years,0,,#DIV/0!
Anguilla,2008,female,75+ years,0,,#DIV/0!
Anguilla,2008,male,15-24 years,0,,#DIV/0!
Anguilla,2008,male,25-34 years,0,,#DIV/0!
Anguilla,2008,male,35-54 years,0,,#DIV/0!
Anguilla,2008,male,5-14 years,0,,#DIV/0!
Anguilla,2008,male,55-74 years,0,,#DIV/0!
Anguilla,2008,male,75+ years,0,,#DIV/0!
Anguilla,2009,female,15-24 years,0,,#DIV/0!
Anguilla,2009,female,25-34 years,0,,#DIV/0!
Anguilla,2009,female,35-54 years,0,,#DIV/0!
Anguilla,2009,female,5-14 years,0,,#DIV/0!
Anguilla,2009,female,55-74 years,0,,#DIV/0!
Anguilla,2009,female,75+ years,0,,#DIV/0!
Anguilla,2009,male,15-24 years,0,,#DIV/0!
Anguilla,2009,male,25-34 years,0,,#DIV/0!
Anguilla,2009,male,35-54 years,0,,#DIV/0!
Anguilla,2009,male,5-14 years,0,,#DIV/0!
Anguilla,2009,male,55-74 years,0,,#DIV/0!
Anguilla,2009,male,75+ years,0,,#DIV/0!
Anguilla,2010,female,15-24 years,0,,#DIV/0!
Anguilla,2010,female,25-34 years,0,,#DIV/0!
Anguilla,2010,female,35-54 years,0,,#DIV/0!
Anguilla,2010,female,5-14 years,0,,#DIV/0!
Anguilla,2010,female,55-74 years,0,,#DIV/0!
Anguilla,2010,female,75+ years,0,,#DIV/0!
Anguilla,2010,male,15-24 years,0,,#DIV/0!
Anguilla,2010,male,25-34 years,0,,#DIV/0!
Anguilla,2010,male,35-54 years,0,,#DIV/0!
Anguilla,2010,male,5-14 years,0,,#DIV/0!
Anguilla,2010,male,55-74 years,0,,#DIV/0!
Anguilla,2010,male,75+ years,0,,#DIV/0!
Anguilla,2011,female,15-24 years,0,,#DIV/0!
Anguilla,2011,female,25-34 years,0,,#DIV/0!
Anguilla,2011,female,35-54 years,0,,#DIV/0!
Anguilla,2011,female,5-14 years,0,,#DIV/0!
Anguilla,2011,female,55-74 years,0,,#DIV/0!
Anguilla,2011,female,75+ years,0,,#DIV/0!
Anguilla,2011,male,15-24 years,0,,#DIV/0!
Anguilla,2011,male,25-34 years,0,,#DIV/0!
Anguilla,2011,male,35-54 years,0,,#DIV/0!
Anguilla,2011,male,5-14 years,0,,#DIV/0!
Anguilla,2011,male,55-74 years,1,,#DIV/0!
Anguilla,2011,male,75+ years,0,,#DIV/0!
Anguilla,2012,female,15-24 years,0,,#DIV/0!
Anguilla,2012,female,25-34 years,0,,#DIV/0!
Anguilla,2012,female,35-54 years,0,,#DIV/0!
Anguilla,2012,female,5-14 years,0,,#DIV/0!
Anguilla,2012,female,55-74 years,0,,#DIV/0!
Anguilla,2012,female,75+ years,0,,#DIV/0!
Anguilla,2012,male,15-24 years,0,,#DIV/0!
Anguilla,2012,male,25-34 years,0,,#DIV/0!
Anguilla,2012,male,35-54 years,0,,#DIV/0!
Anguilla,2012,male,5-14 years,0,,#DIV/0!
Anguilla,2012,male,55-74 years,0,,#DIV/0!
Anguilla,2012,male,75+ years,0,,#DIV/0!
Anguilla,2013,female,15-24 years,0,,#DIV/0!
Anguilla,2013,female,25-34 years,0,,#DIV/0!
Anguilla,2013,female,35-54 years,0,,#DIV/0!
Anguilla,2013,female,5-14 years,0,,#DIV/0!
Anguilla,2013,female,55-74 years,0,,#DIV/0!
Anguilla,2013,female,75+ years,0,,#DIV/0!
Anguilla,2013,male,15-24 years,0,,#DIV/0!
Anguilla,2013,male,25-34 years,0,,#DIV/0!
Anguilla,2013,male,35-54 years,0,,#DIV/0!
Anguilla,2013,male,5-14 years,0,,#DIV/0!
Anguilla,2013,male,55-74 years,0,,#DIV/0!
Anguilla,2013,male,75+ years,0,,#DIV/0!
Anguilla,2014,female,15-24 years,0,,#DIV/0!
Anguilla,2014,female,25-34 years,0,,#DIV/0!
Anguilla,2014,female,35-54 years,0,,#DIV/0!
Anguilla,2014,female,5-14 years,0,,#DIV/0!
Anguilla,2014,female,55-74 years,0,,#DIV/0!
Anguilla,2014,female,75+ years,0,,#DIV/0!
Anguilla,2014,male,15-24 years,0,,#DIV/0!
Anguilla,2014,male,25-34 years,0,,#DIV/0!
Anguilla,2014,male,35-54 years,0,,#DIV/0!
Anguilla,2014,male,5-14 years,0,,#DIV/0!
Anguilla,2014,male,55-74 years,0,,#DIV/0!
Anguilla,2014,male,75+ years,0,,#DIV/0!
Anguilla,2015,female,15-24 years,0,,#DIV/0!
Anguilla,2015,female,25-34 years,0,,#DIV/0!
Anguilla,2015,female,35-54 years,0,,#DIV/0!
Anguilla,2015,female,5-14 years,0,,#DIV/0!
Anguilla,2015,female,55-74 years,0,,#DIV/0!
Anguilla,2015,female,75+ years,0,,#DIV/0!
Anguilla,2015,male,15-24 years,0,,#DIV/0!
Anguilla,2015,male,25-34 years,0,,#DIV/0!
Anguilla,2015,male,35-54 years,0,,#DIV/0!
Anguilla,2015,male,5-14 years,0,,#DIV/0!
Anguilla,2015,male,55-74 years,0,,#DIV/0!
Anguilla,2015,male,75+ years,0,,#DIV/0!
Anguilla,2016,female,15-24 years,0,,#DIV/0!
Anguilla,2016,female,25-34 years,0,,#DIV/0!
Anguilla,2016,female,35-54 years,0,,#DIV/0!
Anguilla,2016,female,5-14 years,0,,#DIV/0!
Anguilla,2016,female,55-74 years,0,,#DIV/0!
Anguilla,2016,female,75+ years,0,,#DIV/0!
Anguilla,2016,male,15-24 years,0,,#DIV/0!
Anguilla,2016,male,25-34 years,0,,#DIV/0!
Anguilla,2016,male,35-54 years,0,,#DIV/0!
Anguilla,2016,male,5-14 years,0,,#DIV/0!
Anguilla,2016,male,55-74 years,0,,#DIV/0!
Anguilla,2016,male,75+ years,0,,#DIV/0!
Antigua and Barbuda,1983,female,15-24 years,0,7882,0
Antigua and Barbuda,1983,female,25-34 years,0,6341,0
Antigua and Barbuda,1983,female,35-54 years,0,6284,0
Antigua and Barbuda,1983,female,5-14 years,0,8119,0
Antigua and Barbuda,1983,female,55-74 years,0,3729,0
Antigua and Barbuda,1983,female,75+ years,0,904,0
Antigua and Barbuda,1983,male,15-24 years,0,7932,0
Antigua and Barbuda,1983,male,25-34 years,0,6317,0
